User_ID,User_Type,Department,Region,Platform_Source,App_Installed,First_Login_Completed,Days_Since_Last_Activity,Registered_for_Event,Event_Type,Event_Mode,Newsletter_Subscribed,Saved_Event_Count,Feedback_Rating,Course_Completed,Time_Spent_Total_Minutes
ECL102234,Faculty,Engineering,East,Email,1,1,38,0,FDP,Online,0,6,4,1,283
ECL102235,Entrepreneur,Medical,South,YouTube,1,0,87,1,Webinar,Hybrid,0,6,1,1,477
ECL102236,Professional,Polytechnic,West,YouTube,1,1,45,0,FDP,Offline,1,6,5,0,158
ECL102237,Student,Polytechnic,North,ACE Website,1,0,28,0,Webinar,Online,0,1,1,1,337
ECL102238,Professional,Engineering,West,Instagram,0,1,86,1,Hackathon,Offline,0,5,4,0,81
ECL102239,Student,Medical,East,Email,1,0,36,0,Workshop,Offline,0,0,1,1,395
ECL102240,Entrepreneur,Law,North,Instagram,1,0,73,0,Workshop,Online,1,5,2,0,265
ECL102241,Faculty,Medical,North,Instagram,1,1,24,1,STTP,Offline,0,7,5,1,139
ECL102242,Professional,Medical,East,Instagram,0,1,47,0,Hackathon,Offline,0,1,3,0,328
ECL102243,Entrepreneur,Commerce,South,ACE Website,0,1,18,0,Hackathon,Offline,0,5,4,1,164
ECL102244,Faculty,Commerce,West,Instagram,0,0,59,1,Conference,Hybrid,0,4,5,0,110
ECL102245,Faculty,Medical,South,ACE Website,1,0,89,0,FDP,Hybrid,0,8,2,1,63
ECL102246,Professional,Polytechnic,South,YouTube,1,0,29,0,STTP,Offline,1,9,5,0,139
ECL102247,Entrepreneur,Medical,West,Instagram,1,0,77,1,STTP,Offline,0,0,4,0,153
ECL102248,Faculty,Polytechnic,West,LinkedIn,1,1,64,1,Conference,Offline,0,8,1,1,328
ECL102249,Professional,Engineering,East,YouTube,1,1,54,0,Workshop,Offline,1,9,5,0,238
ECL102250,Student,Arts,South,Instagram,1,1,65,1,Conference,Online,1,3,5,1,466
ECL102251,Professional,Engineering,East,Email,1,0,12,0,Webinar,Offline,0,5,1,1,171
ECL102252,Student,Commerce,East,ACE Website,0,1,9,0,Webinar,Offline,1,1,2,0,365
ECL102253,Entrepreneur,Science,West,Instagram,0,1,66,0,STTP,Hybrid,0,5,3,0,76
ECL102254,Professional,Commerce,East,Email,1,1,27,1,Conference,Offline,0,5,3,1,394
ECL102255,Faculty,Commerce,West,WhatsApp,1,1,75,0,STTP,Hybrid,0,9,1,0,328
ECL102256,Professional,Science,East,Email,1,0,63,0,Conference,Offline,0,7,5,1,150
ECL102257,Student,Polytechnic,North,YouTube,0,1,54,1,STTP,Offline,0,9,5,0,420
ECL102258,Faculty,Science,South,WhatsApp,1,1,68,1,FDP,Hybrid,0,7,5,0,225
ECL102259,Faculty,Medical,South,Instagram,0,1,22,1,STTP,Hybrid,0,3,5,0,427
ECL102260,Faculty,Medical,East,LinkedIn,1,1,33,0,Workshop,Hybrid,0,2,3,1,294
ECL102261,Student,Engineering,East,Email,0,0,84,1,Conference,Online,1,6,1,0,155
ECL102262,Faculty,Law,West,WhatsApp,1,1,84,0,Hackathon,Hybrid,0,5,4,0,291
ECL102263,Professional,Science,West,Email,1,1,69,1,Conference,Hybrid,0,6,5,0,245
ECL102264,Professional,Law,Central,WhatsApp,1,0,10,1,Webinar,Offline,0,5,5,0,218
ECL102265,Student,Polytechnic,South,YouTube,0,1,3,0,FDP,Offline,0,4,4,1,389
ECL102266,Entrepreneur,Science,West,ACE Website,1,1,83,1,FDP,Hybrid,0,5,1,0,443
ECL102267,Professional,Commerce,Central,Instagram,1,0,48,1,STTP,Online,0,9,4,1,23
ECL102268,Faculty,Polytechnic,East,ACE Website,1,1,68,0,STTP,Offline,0,2,4,0,374
ECL102269,Entrepreneur,Arts,West,LinkedIn,0,0,38,1,FDP,Offline,0,7,4,1,402
ECL102270,Entrepreneur,Commerce,East,Instagram,1,0,11,1,Hackathon,Hybrid,1,9,1,0,44
ECL102271,Entrepreneur,Law,West,LinkedIn,1,1,52,0,Webinar,Hybrid,1,4,5,0,31
ECL102272,Student,Science,East,WhatsApp,0,0,30,0,Workshop,Offline,0,9,4,0,155
ECL102273,Entrepreneur,Science,East,Email,1,0,33,0,Workshop,Offline,0,0,2,1,482
ECL102274,Professional,Law,Central,WhatsApp,1,1,47,0,Hackathon,Online,0,1,3,1,273
ECL102275,Professional,Engineering,South,ACE Website,1,1,41,0,FDP,Hybrid,0,2,4,0,428
ECL102276,Entrepreneur,Arts,Central,Email,1,1,83,1,STTP,Hybrid,1,2,2,0,236
ECL102277,Faculty,Commerce,North,YouTube,1,0,18,1,FDP,Online,1,5,3,0,132
ECL102278,Entrepreneur,Law,East,WhatsApp,1,1,75,0,Conference,Hybrid,0,6,3,1,357
ECL102279,Professional,Law,Central,ACE Website,1,1,39,1,Webinar,Hybrid,0,0,1,1,152
ECL102280,Professional,Polytechnic,Central,ACE Website,0,0,39,0,Webinar,Offline,0,8,2,0,184
ECL102281,Entrepreneur,Arts,Central,Email,0,1,81,1,Workshop,Offline,0,0,3,0,391
ECL102282,Professional,Commerce,West,Instagram,1,1,69,0,Webinar,Hybrid,0,1,1,0,86
ECL102283,Professional,Law,North,Email,1,1,34,0,Webinar,Offline,0,4,5,1,444
ECL102284,Student,Arts,Central,Email,1,0,41,0,Webinar,Offline,0,4,4,0,412
ECL102285,Professional,Commerce,South,YouTube,1,1,29,1,Conference,Offline,0,3,5,0,262
ECL102286,Faculty,Commerce,South,YouTube,0,1,60,0,Webinar,Online,0,6,5,0,290
ECL102287,Faculty,Commerce,West,Instagram,0,1,8,1,Webinar,Hybrid,1,5,5,0,410
ECL102288,Professional,Polytechnic,South,WhatsApp,1,1,6,0,Hackathon,Online,0,4,1,0,361
ECL102289,Faculty,Commerce,East,YouTube,1,1,51,0,Workshop,Hybrid,0,5,2,1,256
ECL102290,Professional,Science,North,YouTube,1,0,46,0,FDP,Online,0,4,5,0,383
ECL102291,Professional,Medical,North,ACE Website,1,1,11,0,Workshop,Hybrid,0,6,5,0,493
ECL102292,Student,Polytechnic,North,LinkedIn,0,0,60,0,Conference,Hybrid,0,4,2,0,437
ECL102293,Student,Engineering,Central,LinkedIn,1,1,83,1,FDP,Online,0,3,1,1,170
ECL102294,Faculty,Law,North,ACE Website,1,0,37,1,Webinar,Offline,0,1,3,1,497
ECL102295,Professional,Commerce,North,Email,1,0,80,1,Workshop,Hybrid,1,8,2,1,317
ECL102296,Faculty,Law,West,Email,0,1,41,1,FDP,Offline,0,2,4,1,411
ECL102297,Professional,Arts,West,LinkedIn,1,1,14,1,STTP,Offline,0,8,5,0,194
ECL102298,Entrepreneur,Arts,West,LinkedIn,0,1,1,1,Conference,Offline,1,9,5,0,278
ECL102299,Entrepreneur,Science,South,ACE Website,1,0,20,1,FDP,Offline,1,8,2,1,50
ECL102300,Faculty,Law,South,ACE Website,1,1,80,0,Conference,Online,0,9,4,1,118
ECL102301,Entrepreneur,Law,East,ACE Website,1,1,34,0,FDP,Hybrid,0,2,4,0,421
ECL102302,Entrepreneur,Law,West,ACE Website,0,0,58,0,STTP,Offline,0,6,3,0,389
ECL102303,Professional,Arts,South,Instagram,1,1,78,0,STTP,Hybrid,1,5,2,1,470
ECL102304,Entrepreneur,Law,Central,Instagram,1,1,22,1,Webinar,Online,0,7,5,1,408
ECL102305,Student,Arts,North,WhatsApp,1,1,75,1,STTP,Online,0,9,4,0,103
ECL102306,Faculty,Medical,Central,Instagram,1,1,57,0,Hackathon,Offline,1,2,2,1,39
ECL102307,Student,Science,South,Email,1,1,6,1,Conference,Offline,1,7,5,0,287
ECL102308,Entrepreneur,Medical,South,WhatsApp,0,1,34,0,Workshop,Online,0,0,5,0,63
ECL102309,Faculty,Commerce,North,YouTube,1,0,88,0,Conference,Offline,0,9,1,0,118
ECL102310,Faculty,Commerce,West,WhatsApp,1,1,37,0,STTP,Hybrid,1,0,4,0,429
ECL102311,Professional,Law,East,LinkedIn,1,1,87,1,STTP,Online,0,4,5,0,419
ECL102312,Entrepreneur,Engineering,South,ACE Website,1,1,80,1,Webinar,Hybrid,0,1,4,0,141
ECL102313,Entrepreneur,Law,Central,LinkedIn,0,0,53,0,Workshop,Hybrid,0,3,2,1,277
ECL102314,Entrepreneur,Commerce,West,Instagram,0,0,37,0,STTP,Offline,0,1,2,0,237
ECL102315,Faculty,Engineering,West,LinkedIn,0,1,20,0,Hackathon,Online,1,4,3,0,150
ECL102316,Entrepreneur,Science,West,ACE Website,1,0,60,0,Conference,Offline,0,0,5,1,149
ECL102317,Entrepreneur,Commerce,West,ACE Website,1,0,64,0,Hackathon,Hybrid,1,6,2,0,236
ECL102318,Professional,Medical,North,Instagram,0,1,48,1,STTP,Online,0,2,4,0,189
ECL102319,Faculty,Engineering,North,YouTube,1,1,7,0,FDP,Offline,0,2,5,0,289
ECL102320,Faculty,Engineering,West,YouTube,1,1,31,0,Conference,Offline,1,3,2,1,90
ECL102321,Entrepreneur,Engineering,East,YouTube,0,0,48,1,STTP,Online,1,7,5,0,81
ECL102322,Entrepreneur,Commerce,East,YouTube,1,0,41,1,Webinar,Online,0,9,5,0,468
ECL102323,Faculty,Engineering,East,YouTube,1,1,13,1,Hackathon,Offline,1,1,2,0,121
ECL102324,Student,Engineering,East,WhatsApp,1,1,41,1,FDP,Offline,1,5,4,0,392
ECL102325,Professional,Law,East,LinkedIn,1,1,20,0,FDP,Online,0,4,5,1,163
ECL102326,Faculty,Polytechnic,West,WhatsApp,1,1,59,0,Webinar,Offline,0,7,1,1,175
ECL102327,Faculty,Medical,South,YouTube,1,1,33,1,FDP,Online,0,9,5,1,369
ECL102328,Entrepreneur,Medical,West,ACE Website,1,0,56,1,STTP,Hybrid,0,9,1,0,336
ECL102329,Faculty,Commerce,West,Email,1,0,43,0,Hackathon,Online,0,6,2,0,165
ECL102330,Entrepreneur,Science,Central,YouTube,0,0,50,1,STTP,Hybrid,0,3,4,0,477
ECL102331,Professional,Science,South,LinkedIn,1,0,67,0,FDP,Offline,1,2,2,1,175
ECL102332,Entrepreneur,Engineering,North,WhatsApp,0,1,9,0,FDP,Hybrid,1,0,1,1,348
ECL102333,Student,Law,North,Email,0,1,14,1,Webinar,Offline,0,4,5,0,61
ECL102334,Entrepreneur,Engineering,Central,YouTube,0,1,2,0,Conference,Hybrid,0,8,5,0,23
ECL102335,Faculty,Law,Central,Instagram,0,0,85,1,Conference,Offline,0,4,1,0,94
ECL102336,Faculty,Polytechnic,Central,LinkedIn,0,0,11,0,STTP,Offline,1,9,1,1,222
ECL102337,Student,Law,East,Email,1,1,17,0,Conference,Hybrid,1,4,2,1,83
ECL102338,Entrepreneur,Engineering,South,Email,1,1,67,0,Workshop,Online,0,9,1,0,33
ECL102339,Professional,Arts,North,LinkedIn,1,1,65,0,Conference,Hybrid,0,9,3,0,495
ECL102340,Entrepreneur,Arts,South,Instagram,0,0,38,1,STTP,Online,0,9,4,0,157
ECL102341,Student,Engineering,South,YouTube,1,0,21,0,STTP,Hybrid,0,4,5,1,316
ECL102342,Entrepreneur,Commerce,Central,LinkedIn,1,1,22,0,Webinar,Hybrid,1,5,1,0,28
ECL102343,Faculty,Engineering,North,Email,1,1,29,0,Hackathon,Online,0,6,4,1,271
ECL102344,Student,Polytechnic,Central,Instagram,1,1,24,0,Hackathon,Hybrid,0,7,3,0,291
ECL102345,Student,Polytechnic,East,Email,0,1,49,1,STTP,Hybrid,1,5,5,0,269
ECL102346,Entrepreneur,Science,Central,WhatsApp,1,1,8,0,Conference,Hybrid,1,4,2,1,51
ECL102347,Faculty,Science,Central,Email,0,1,53,0,Hackathon,Online,0,5,3,1,326
ECL102348,Faculty,Engineering,Central,WhatsApp,0,1,22,0,Conference,Hybrid,0,3,3,1,343
ECL102349,Professional,Arts,Central,ACE Website,0,1,26,0,Webinar,Hybrid,0,4,5,0,16
ECL102350,Professional,Medical,East,WhatsApp,1,1,50,0,FDP,Hybrid,1,7,4,0,150
ECL102351,Professional,Medical,West,LinkedIn,1,1,37,0,Webinar,Online,0,4,3,0,477
ECL102352,Student,Medical,North,Instagram,0,1,79,0,Workshop,Online,0,2,4,1,259
ECL102353,Entrepreneur,Science,South,ACE Website,1,1,68,0,Workshop,Online,0,9,4,0,190
ECL102354,Professional,Science,West,YouTube,1,1,39,1,Webinar,Offline,0,7,4,1,138
ECL102355,Student,Law,North,LinkedIn,1,1,9,0,Workshop,Online,0,3,2,0,89
ECL102356,Entrepreneur,Engineering,South,Instagram,1,1,60,1,Hackathon,Offline,1,1,2,0,351
ECL102357,Student,Polytechnic,West,YouTube,1,0,31,0,Conference,Offline,1,1,1,0,143
ECL102358,Student,Polytechnic,West,LinkedIn,1,0,60,0,FDP,Online,0,9,5,0,354
ECL102359,Entrepreneur,Law,West,LinkedIn,1,1,4,1,FDP,Online,0,7,3,1,158
ECL102360,Student,Medical,East,LinkedIn,1,1,64,0,Webinar,Hybrid,0,5,5,0,93
ECL102361,Faculty,Engineering,East,Instagram,1,1,2,1,Conference,Hybrid,0,6,1,0,51
ECL102362,Professional,Law,West,ACE Website,0,0,74,1,Conference,Online,1,8,1,0,399
ECL102363,Professional,Polytechnic,West,Email,1,1,74,0,Workshop,Hybrid,0,7,4,1,209
ECL102364,Entrepreneur,Law,East,ACE Website,1,1,57,0,Webinar,Online,0,5,3,0,378
ECL102365,Student,Commerce,North,Instagram,1,0,62,0,Workshop,Offline,0,0,2,1,350
ECL102366,Professional,Engineering,South,ACE Website,1,0,74,0,Webinar,Online,0,0,1,1,377
ECL102367,Student,Arts,North,YouTube,1,0,66,0,Workshop,Hybrid,0,0,5,1,39
ECL102368,Faculty,Medical,South,YouTube,1,1,8,1,Webinar,Offline,0,6,2,0,463
ECL102369,Professional,Engineering,East,Email,0,0,51,0,Workshop,Online,0,5,4,1,349
ECL102370,Entrepreneur,Medical,Central,ACE Website,0,0,69,1,Hackathon,Online,1,3,5,0,228
ECL102371,Professional,Commerce,East,YouTube,1,0,85,0,STTP,Hybrid,1,5,4,0,372
ECL102372,Faculty,Engineering,North,YouTube,1,0,34,0,STTP,Offline,0,8,5,0,119
ECL102373,Faculty,Law,East,Email,1,0,5,0,Hackathon,Hybrid,0,4,1,1,440
ECL102374,Faculty,Polytechnic,North,Email,0,1,18,0,Hackathon,Hybrid,0,4,3,1,210
ECL102375,Entrepreneur,Commerce,South,YouTube,1,1,18,0,Hackathon,Online,0,9,3,1,363
ECL102376,Faculty,Arts,South,WhatsApp,1,1,30,0,Conference,Hybrid,0,4,5,1,498
ECL102377,Professional,Law,West,Instagram,0,0,34,0,Conference,Online,0,4,1,1,497
ECL102378,Entrepreneur,Commerce,East,YouTube,0,1,79,1,FDP,Offline,0,7,2,0,43
ECL102379,Student,Arts,North,ACE Website,0,1,50,0,STTP,Offline,0,8,5,0,326
ECL102380,Student,Commerce,Central,LinkedIn,1,1,22,0,Workshop,Offline,0,4,1,0,209
ECL102381,Professional,Polytechnic,Central,YouTube,1,1,82,1,Hackathon,Online,0,8,2,0,377
ECL102382,Student,Law,Central,WhatsApp,1,1,85,0,Hackathon,Online,0,5,2,0,171
ECL102383,Entrepreneur,Engineering,West,ACE Website,1,1,87,1,Conference,Hybrid,0,9,2,0,475
ECL102384,Entrepreneur,Medical,North,Email,1,1,45,1,Workshop,Online,1,6,1,0,298
ECL102385,Professional,Commerce,Central,Instagram,1,1,16,1,FDP,Hybrid,0,2,1,0,127
ECL102386,Student,Science,West,Email,1,0,35,1,FDP,Offline,1,8,5,1,102
ECL102387,Student,Engineering,North,YouTube,1,0,26,1,Hackathon,Online,1,4,3,1,233
ECL102388,Student,Medical,South,WhatsApp,1,1,20,1,Workshop,Hybrid,0,9,1,1,393
ECL102389,Professional,Engineering,South,WhatsApp,0,0,46,1,Webinar,Offline,0,7,1,0,146
ECL102390,Entrepreneur,Commerce,North,LinkedIn,1,0,81,0,Conference,Offline,1,9,3,0,209
ECL102391,Professional,Polytechnic,North,YouTube,1,1,25,1,Hackathon,Hybrid,0,5,3,0,467
ECL102392,Faculty,Law,West,YouTube,1,1,66,0,Hackathon,Online,0,2,2,1,361
ECL102393,Student,Medical,South,Email,1,1,26,1,Hackathon,Online,1,1,5,0,445
ECL102394,Professional,Polytechnic,North,Instagram,1,0,64,0,Webinar,Online,0,4,4,1,106
ECL102395,Faculty,Law,South,WhatsApp,0,0,30,0,Conference,Online,1,2,5,1,414
ECL102396,Student,Polytechnic,East,LinkedIn,0,1,0,1,Workshop,Hybrid,0,4,2,0,165
ECL102397,Professional,Arts,North,WhatsApp,0,0,31,0,FDP,Offline,0,9,1,1,470
ECL102398,Faculty,Commerce,East,YouTube,1,1,10,0,Hackathon,Hybrid,0,8,1,1,363
ECL102399,Faculty,Commerce,South,Instagram,1,1,25,1,Hackathon,Offline,0,3,2,0,332
ECL102400,Student,Engineering,North,YouTube,1,1,9,0,Conference,Online,1,8,2,0,29
ECL102401,Faculty,Law,North,YouTube,1,1,69,1,Workshop,Online,0,2,4,0,409
ECL102402,Student,Science,West,Instagram,1,0,74,1,Conference,Hybrid,0,7,1,0,405
ECL102403,Student,Engineering,South,Email,0,0,59,1,FDP,Hybrid,0,6,4,0,42
ECL102404,Entrepreneur,Commerce,North,Instagram,1,1,57,1,STTP,Offline,1,5,4,0,137
ECL102405,Entrepreneur,Science,Central,Instagram,0,1,19,1,STTP,Hybrid,0,0,2,0,15
ECL102406,Professional,Medical,Central,Email,1,1,73,0,STTP,Online,1,3,4,0,225
ECL102407,Student,Arts,East,WhatsApp,1,1,0,1,Conference,Online,0,7,2,0,230
ECL102408,Professional,Polytechnic,East,WhatsApp,1,0,24,0,Webinar,Hybrid,1,6,1,0,89
ECL102409,Entrepreneur,Science,South,LinkedIn,1,0,74,1,Hackathon,Hybrid,1,9,1,1,327
ECL102410,Entrepreneur,Medical,North,ACE Website,0,1,19,1,FDP,Offline,0,6,2,0,165
ECL102411,Student,Medical,West,YouTube,0,1,39,1,STTP,Online,0,6,3,0,152
ECL102412,Entrepreneur,Medical,East,YouTube,0,0,7,1,Workshop,Online,1,6,5,0,93
ECL102413,Faculty,Arts,South,LinkedIn,0,1,82,0,STTP,Online,0,1,4,0,482
ECL102414,Student,Science,Central,Email,0,1,25,0,Conference,Hybrid,0,2,3,1,474
ECL102415,Entrepreneur,Science,North,YouTube,0,0,88,1,Conference,Offline,1,0,1,1,258
ECL102416,Faculty,Engineering,North,Instagram,0,1,70,1,Webinar,Online,1,0,2,1,425
ECL102417,Student,Medical,North,LinkedIn,0,0,0,1,Conference,Offline,0,0,1,1,472
ECL102418,Entrepreneur,Polytechnic,South,LinkedIn,0,1,71,0,Webinar,Hybrid,1,6,5,0,111
ECL102419,Entrepreneur,Polytechnic,North,Instagram,1,1,25,1,Hackathon,Offline,1,1,3,1,186
ECL102420,Faculty,Commerce,West,LinkedIn,1,0,39,0,Workshop,Offline,1,9,1,0,197
ECL102421,Entrepreneur,Law,West,LinkedIn,0,1,80,1,STTP,Online,0,4,1,0,238
ECL102422,Professional,Science,East,LinkedIn,1,0,62,0,Conference,Hybrid,0,0,2,0,348
ECL102423,Professional,Medical,Central,YouTube,0,0,5,0,Conference,Online,0,2,2,0,364
ECL102424,Professional,Medical,Central,YouTube,1,0,47,0,Webinar,Offline,1,2,1,0,297
ECL102425,Student,Polytechnic,East,LinkedIn,1,1,84,0,Conference,Hybrid,1,6,3,0,268
ECL102426,Faculty,Science,North,YouTube,0,0,60,0,STTP,Online,0,4,4,0,202
ECL102427,Faculty,Medical,Central,WhatsApp,1,1,73,1,Workshop,Online,0,5,4,0,75
ECL102428,Student,Science,West,LinkedIn,1,1,39,1,Workshop,Online,0,0,5,1,95
ECL102429,Entrepreneur,Polytechnic,South,YouTube,1,1,87,0,FDP,Online,0,4,3,0,165
ECL102430,Faculty,Arts,East,YouTube,1,1,89,1,FDP,Online,0,3,5,0,138
ECL102431,Professional,Engineering,North,ACE Website,0,1,1,0,FDP,Offline,0,5,4,1,487
ECL102432,Entrepreneur,Polytechnic,East,ACE Website,1,1,20,1,FDP,Offline,0,2,4,1,424
ECL102433,Professional,Polytechnic,Central,ACE Website,0,0,14,0,FDP,Hybrid,1,7,4,0,104
ECL102434,Professional,Medical,South,WhatsApp,1,1,86,0,FDP,Online,1,2,2,1,281
ECL102435,Professional,Science,West,Email,0,0,40,0,FDP,Hybrid,0,7,5,0,176
ECL102436,Student,Arts,East,WhatsApp,0,1,21,1,Hackathon,Offline,0,4,4,0,290
ECL102437,Entrepreneur,Polytechnic,North,Email,0,1,87,1,STTP,Hybrid,1,5,2,0,435
ECL102438,Entrepreneur,Polytechnic,South,ACE Website,1,0,10,1,FDP,Hybrid,1,0,3,1,186
ECL102439,Faculty,Law,West,YouTube,0,0,55,0,Conference,Offline,1,1,5,0,168
ECL102440,Faculty,Engineering,Central,YouTube,1,1,30,0,FDP,Hybrid,0,2,3,0,52
ECL102441,Professional,Engineering,Central,LinkedIn,0,0,50,1,Webinar,Online,0,9,2,0,287
ECL102442,Entrepreneur,Medical,Central,LinkedIn,1,0,65,1,Conference,Hybrid,0,1,5,0,240
ECL102443,Faculty,Arts,Central,ACE Website,1,1,57,0,Webinar,Hybrid,1,8,3,1,358
ECL102444,Entrepreneur,Medical,West,Email,1,1,48,1,Conference,Offline,1,4,4,1,344
ECL102445,Student,Medical,West,LinkedIn,1,0,86,1,Webinar,Hybrid,0,3,2,1,213
ECL102446,Professional,Commerce,Central,LinkedIn,0,1,35,0,Hackathon,Online,0,7,1,0,492
ECL102447,Student,Law,West,Email,1,0,5,0,Workshop,Hybrid,0,8,5,0,270
ECL102448,Entrepreneur,Polytechnic,East,ACE Website,1,1,78,0,Hackathon,Hybrid,0,4,3,0,323
ECL102449,Student,Arts,East,YouTube,1,1,66,0,Conference,Hybrid,1,8,5,0,369
ECL102450,Entrepreneur,Medical,East,LinkedIn,1,0,77,1,Hackathon,Hybrid,0,6,5,1,98
ECL102451,Professional,Science,Central,Email,0,1,65,1,FDP,Hybrid,0,2,2,1,423
ECL102452,Professional,Engineering,South,Email,1,1,84,0,Hackathon,Hybrid,0,1,3,1,138
ECL102453,Student,Commerce,East,LinkedIn,1,1,68,1,Webinar,Hybrid,0,4,2,1,152
ECL102454,Student,Medical,South,ACE Website,1,0,2,0,Webinar,Offline,0,5,2,0,410
ECL102455,Faculty,Polytechnic,South,LinkedIn,1,0,81,1,Workshop,Hybrid,1,0,2,1,452
ECL102456,Entrepreneur,Law,North,Instagram,1,0,57,0,Workshop,Offline,0,4,4,1,399
ECL102457,Professional,Medical,North,Email,1,1,78,1,Workshop,Offline,0,5,3,1,58
ECL102458,Professional,Commerce,North,Instagram,1,1,57,1,STTP,Offline,0,7,1,0,64
ECL102459,Student,Law,North,WhatsApp,1,0,83,1,Workshop,Hybrid,0,7,4,0,218
ECL102460,Student,Arts,South,Instagram,1,1,49,1,FDP,Offline,0,8,5,0,499
ECL102461,Entrepreneur,Engineering,Central,LinkedIn,0,0,36,0,FDP,Hybrid,0,4,1,1,444
ECL102462,Faculty,Commerce,West,Email,1,1,26,0,Webinar,Offline,1,7,2,1,463
ECL102463,Faculty,Polytechnic,East,Email,0,0,88,1,Conference,Offline,0,0,1,1,302
ECL102464,Faculty,Polytechnic,North,Email,1,1,9,1,Workshop,Offline,1,4,3,1,100
ECL102465,Faculty,Law,Central,Instagram,1,0,16,1,Workshop,Hybrid,0,9,1,1,235
ECL102466,Entrepreneur,Polytechnic,South,Email,1,0,14,0,Webinar,Hybrid,0,0,2,1,169
ECL102467,Faculty,Law,West,WhatsApp,1,0,65,1,Conference,Offline,0,0,1,0,344
ECL102468,Entrepreneur,Medical,Central,ACE Website,1,0,47,1,Hackathon,Online,1,9,5,0,138
ECL102469,Student,Medical,East,YouTube,1,1,2,1,Workshop,Offline,0,2,3,1,205
ECL102470,Professional,Polytechnic,West,WhatsApp,1,0,52,1,Conference,Hybrid,0,1,5,0,367
ECL102471,Professional,Law,East,WhatsApp,1,0,75,0,FDP,Offline,0,2,2,0,408
ECL102472,Student,Arts,North,WhatsApp,1,1,89,1,STTP,Offline,0,7,2,0,132
ECL102473,Professional,Medical,North,LinkedIn,1,1,14,0,FDP,Online,0,1,3,1,149
ECL102474,Professional,Medical,West,ACE Website,1,0,60,1,Conference,Offline,0,5,2,1,280
ECL102475,Entrepreneur,Commerce,North,Instagram,0,1,3,0,Webinar,Hybrid,0,9,3,0,177
ECL102476,Faculty,Arts,West,Instagram,1,1,12,0,Conference,Online,1,9,4,1,139
ECL102477,Student,Engineering,North,Instagram,1,1,29,0,Conference,Hybrid,0,9,2,1,303
ECL102478,Professional,Science,North,Email,1,1,21,1,Conference,Hybrid,0,7,1,0,395
ECL102479,Professional,Medical,East,YouTube,1,0,68,0,Webinar,Offline,1,8,2,1,495
ECL102480,Student,Law,West,WhatsApp,0,1,22,1,Workshop,Offline,0,9,4,0,245
ECL102481,Student,Arts,West,ACE Website,1,1,42,0,Conference,Offline,1,4,2,1,101
ECL102482,Student,Commerce,Central,LinkedIn,1,0,74,0,FDP,Offline,0,2,2,0,482
ECL102483,Entrepreneur,Polytechnic,North,Instagram,0,0,71,1,STTP,Offline,1,5,4,0,279
ECL102484,Entrepreneur,Science,West,WhatsApp,1,1,19,1,FDP,Offline,0,6,1,1,57
ECL102485,Faculty,Law,West,Instagram,1,1,34,1,Hackathon,Offline,0,7,3,1,72
ECL102486,Entrepreneur,Polytechnic,West,WhatsApp,1,1,3,1,Conference,Offline,0,0,2,0,138
ECL102487,Professional,Engineering,Central,LinkedIn,0,1,18,0,FDP,Offline,0,6,2,0,334
ECL102488,Student,Arts,North,WhatsApp,0,0,8,0,Hackathon,Online,0,9,5,0,125
ECL102489,Faculty,Arts,North,LinkedIn,1,0,61,1,Conference,Online,0,4,5,0,461
ECL102490,Faculty,Polytechnic,Central,Instagram,0,1,62,0,Workshop,Offline,0,7,5,0,458
ECL102491,Entrepreneur,Polytechnic,North,YouTube,1,1,88,1,Conference,Online,0,0,4,0,474
ECL102492,Student,Polytechnic,South,LinkedIn,1,0,9,1,Workshop,Offline,0,8,4,1,497
ECL102493,Student,Commerce,North,ACE Website,1,0,45,1,Hackathon,Offline,1,2,2,0,243
ECL102494,Entrepreneur,Science,West,WhatsApp,1,0,63,0,Conference,Offline,0,6,4,0,128
ECL102495,Entrepreneur,Commerce,East,ACE Website,0,1,41,0,STTP,Hybrid,0,9,5,1,190
ECL102496,Professional,Science,South,YouTube,1,1,11,0,Hackathon,Hybrid,0,2,2,1,177
ECL102497,Entrepreneur,Commerce,Central,WhatsApp,1,1,51,0,Workshop,Online,0,5,4,1,147
ECL102498,Student,Arts,West,ACE Website,1,0,32,0,Webinar,Hybrid,0,9,3,1,297
ECL102499,Entrepreneur,Commerce,North,Email,1,1,19,1,Workshop,Hybrid,1,6,2,1,215
ECL102500,Professional,Polytechnic,Central,Email,0,0,48,1,Workshop,Offline,0,2,5,1,29
ECL102501,Student,Polytechnic,North,Instagram,1,1,6,0,Webinar,Offline,0,1,3,0,421
ECL102502,Faculty,Law,East,LinkedIn,0,0,55,0,Conference,Online,0,1,4,0,497
ECL102503,Student,Law,West,Email,1,1,7,1,FDP,Offline,0,3,5,0,337
ECL102504,Student,Arts,South,WhatsApp,0,0,51,0,Conference,Online,0,9,5,1,407
ECL102505,Entrepreneur,Polytechnic,East,ACE Website,1,1,17,1,Workshop,Hybrid,0,3,2,0,406
ECL102506,Professional,Arts,East,WhatsApp,0,1,67,0,Hackathon,Online,0,4,1,0,295
ECL102507,Professional,Arts,East,LinkedIn,1,1,85,0,Hackathon,Hybrid,0,7,3,0,356
ECL102508,Faculty,Arts,West,ACE Website,0,0,51,0,Workshop,Offline,0,0,3,0,23
